date,question,answer
2019-09-24,公司的商品肉猪和商品肉鸡的合作农户的数量各是多少？,答：养猪的合作农户约1.9万，养禽的合作农户约3万。
2019-09-24,公司养猪业务重点投资的区域是哪里？,答：主要根据公司的养猪业务发展规划在全国主要猪肉类消费区布局和投资。
2019-09-24,公司合作农户的委托养殖费用是多少？,答：公司商品肉猪的委托养殖费用较为稳定，公司目前的结算标准是220元/头左右，因饲养成绩高低而有所浮动，饲养成绩好者获得的委托养殖费用更多。
2019-09-24,3、公司黄羽鸡发展近况如如何？公司黄羽鸡后期发展规划如何？,答：今年下半年以来黄羽鸡行情不错，价格已创历史新高。公司将继续扩充黄羽鸡的产能，争取实现商品肉鸡年上市量15%左右的增长目标。现在公司黄鸡业务也在不断布局下游屠宰加工产业链，积极做好业务转型升级工作，逐步减小行业周期带来的影响。
2019-09-24,公司种猪存栏如何？,答：目前公司种猪存栏140万头左右。
2019-09-24,公司商品肉猪的出栏体重是多少？,答：目前公司商品肉猪的平均出栏体重约220斤。
2019-10-24,12、成立投资管理事业部的目的和定位是什么？,答：2018年公司董事会正式提出实施“资本驱动”发展战略，投资管理事业部是公司资本的重要力量和组织代表，负责落实公司“资本驱动”战略实施落地，提升公司专业化管理水平和工作效率，以资本助力公司打造温氏产业链生态圈，实现公司产业的持续增长和高质量发展，是公司探索产融结合的大平台。投资管理事业部的定位为公司的战略投资及并购中心、新产业培育中心、财富管理中心和金融资产管理中心。
2019-10-24,11、公司布局屠宰业务的考虑及后期战略规划如何？,答：公司的生猪屠宰业务仍处于探索阶段，初步确定了发展目标，主要是为完善公司的产业链，平滑周期波动对公司经营的影响，应对行业周期风险的战略部署；也是市场变化的要求，如“禁毛”、运猪向运肉转变的政策等。目前，公司禽业屠宰产能已达饲养规模的20%以上，未来的目标是做到屠宰30%以上。目前来看，近两年公司通过禽业屠宰加工为转型升级的切入点，积极探索禽类产品鲜品批发，发展订单销售，鲜品直配终端，拓展销售新渠道，取得了较好的效果。肉猪屠宰业务目前比例较小，未来目标屠宰比例占出栏规模是达到20%。公司今后会加大布局屠宰业务的力度，考虑在下属各区域公司所在省内寻找合适的位置，通过自建、参股或者合作加盟的方式配套屠宰业务。
2019-10-24,10、公司对后期猪价的看法是？,答：现在的肉猪价格已经超出大家对历史上猪周期关于猪价的认知，也远远超出大家年初对猪价的预期，因此，目前无法用历史数据对未来的某个阶段的肉猪价格进行预判。但从当前已知的全国能繁母猪存栏数据来看，预计未来仍有较长一段时间会保持供给偏紧的状态。
2019-10-24,9、公司什么时候将猪苗交给合作农户饲养呢？,答：仔猪断奶后大约15斤左右就交由合作农户饲养。
2019-10-24,8、如果委托合作农户养殖的肉猪死亡，谁承担损失和责任呢？,答：在温氏“公司+农户”模式之下，合作农户饲养的肉猪、所领用的饲料、药物的产权归属于公司，如果合作农户养殖的肉猪死亡，公司将遭受直接财产损失。公司与合作农户（或家庭农场）签订的委托饲养合同里有明确的责任认定条款，如果肉猪死亡是合作农户饲养管理原因导致，则合作农户将承担委托养殖费用收入等损失；如果是公司管理或不可抗拒的原因导致，则公司会根据实际情况给予合作农户适当补贴。
2019-10-24,7、公司目前商品肉猪出栏均重是多少？,答：目前公司商品肉猪出栏体重维持在235斤以上，以正常生产进度安排出栏，也根据个别地区的消费习惯和需求，将出栏体重增至250斤以上。
2019-10-24,6、公司目前种猪存栏情况如何？后期公司种猪留种计划是什么？,答：公司目前种猪存栏已经接近160万头，能繁母猪约有120万头，后备母猪约有40万头。之后每个月有约10万头的增量，去掉淘汰的，绝对增量估计有7-8万头。
2019-10-24,5、公司会拒绝养殖规模小的合作农户吗？,答：公司也存在少数小规模委托饲养的合作农户，我们鼓励原来合作的小规模合作农户扩大饲养规模，新签的合作农户一般饲养规模是每批1000头起步。我们不拒绝规模小的，欢迎规模大的适中的合作农户加入合作，而小的合作农户经过与公司长期合作，也可以发展成为更大规模的合作农户。
2019-10-24,4、公司的商品肉猪委托养殖合同多久签一次？,答：每一批都要签一次委托养殖合同，公司正完善与农户的长效合作机制，对长期合作者会给予一定的合作奖励，践行齐创共享的温氏企业文化理念。
2019-10-24,3、未来公司合作农户的委托养殖费是否会有更大的提升？是否存在同行抢夺农户资源的现象？,答：从以往每个猪周期来看，合作农户的委托养殖费相对还是稳定的，不会有很大的波动。猪价较高的环境下，抢夺农户的现象短期是存在的。但是与农户的合作关系还是要看长期，只有双方利益合理均衡才能建立长久的互信合作关系。
2019-10-24,2、公司合作农户的委托养殖费是否有增加？有更多的利润分享吗？,答：总体来说较为稳定，在肉猪高价期，也会根据市场变化作出适当的调升，大概每头增加10%左右，同时，公司也会根据效益情况给予合作农户适当的业绩奖励。委托养殖费因合作农户的饲养管理成绩高低而有所浮动，饲养成绩优秀者获得的委托养殖费用更多，以调动合作农户更大积极性，增强其责任心。
2019-10-24,1、近年公司的合作农户有何变化？,答：肉猪合作农户数量较前两年略有下降，主要是公司有部分养殖规模较小的农户的退出，少量单户合并，还有一部分由于土地环保因素需拆除或者搬迁等。目前公司合作农户正向现代家庭农场方向发展，单个农户单批次的饲养规模逐渐扩大，集约化、自动化水平也在稳步提高，家庭农场饲养规模的扩大，也是未来公司产能稳步提高的支撑之一。另外一方面，公司正在探索“公司+养殖小区”模式，未来也可能会“公司+农户（或家庭农场）”、“公司+养殖小区”等几种模式并行。
2019-10-24,18、收购项目改成直接现金收购，调整方案的想法，以及对收购公司的未来规划？,答：由于原计划交易历时较长、近期市场环境发生了较大变化，想提高交易效率、减少交易成本所以作出了调整。完成交易后，公司尽量让原有的体系继续运行，由于对方主要是卖种鸡和鸡苗的，公司发展白羽肉鸡业务时，最好双方可以进行协作，充分发挥该公司能力。
2019-10-24,17、同行企业预计年底达到140万头能繁和50万头后备，有赶超趋势，怎么看待这件事？,答：同行企业的赶超趋势对我们也是激励作用，让我们也不敢懈怠，积极进取。同作为大型养猪企业，共同做好中国养殖业是一件好事，但也会放好心态，不会带乱自己的节奏，坚持走自己的发展节奏，根据既定战略专注做好自己的事情，做好两块业务，延伸、打通产业链，发展成为综合性的企业，降低经营风险、提高盈利能力。目前公司的养猪业处于全力提速、尽量扩能的阶段，计划产出、产能一起加速。公司资金较为充足，发展潜力较大，会尽最大可能提高产出，挖掘潜力。预计后年出栏量超过3000万头，这是对非洲猪瘟防疫的心得与把握后做出的规划，目前公司已经进入正常的生产状态。
2019-10-24,16、年底产能预计达到3600-3800万头，是否代表固定资产已经建好？,答：产能计算时，主要将已经建好的猪舍纳入考虑，可以随时投入养殖。
2019-10-24,6、明年我们对猪和鸡的体量规划分别是怎样的？,答：养禽业继续保持增长，计划增长15%左右。养猪业争取略高于今年，明年上半年养猪的出栏量基本定了，主要看明年下半年的量的恢复情况。
2019-10-24,14、由于三季度、四季度盈利丰厚，今年年底绩效奖励的规划如何？,答：与业绩挂钩，未能精确计算，预计12月计提绩效奖金。
2019-10-24,13、公司是否有合作农户流失率相关数据？,答：公司有统计数据。公司也在持续关注农户的流失情况，今年存在农户流失，但不是太多。由于猪出栏量下降，农户的减少未造成较大影响。
2019-10-24,12、公司对年底的价格预计是怎样？,答：据说春节时价格会更高，但是我认为现在价格已经很高，远远超出年初的预期上限，也超过历史上历次周期，无法用历史数据对未来的某个阶段进行预判。
2019-10-24,11、压栏以及留种情况在四季度是否依然存在？,答：为保证肉类供应结合各地实际情况，目前出栏体重维持在235斤，公司会以正常生产进度出栏；个别地区的出栏体重增至250斤。目前出栏总体进度较为均衡。
2019-10-24,10、四季度月均出栏量是否高于九月，情况是否有好转？,答：公司11、12月月均出栏量不会有明显上涨和下跌，今年下半年到明年上半年的出栏量总体呈现“U”型，今年年底甚至到明年一季度均会处在相对低位区域。
2019-10-24,9、“公司+农户”的模式在猪价较高的情况下，寻找农户合作是否存在困难？,答：主要由于在环保和土地政策的规范，资金以及防疫难度加大，单个合作农户办理证件较为困难，获取养殖的土地资源、建设环保设施会有一定的难度。公司未来计划建设养殖小区，让农户进入小区进行养殖场的建设与饲养。现在也在逐步往小区建设方向发展，保证农户跟上整体发展速度。
2019-10-24,8、非洲猪瘟后，生猪业务的固定资产投入变化？,答：固定资产投入较为稳定，防疫方面略有增加，较多的高效化的猪场投入相对较高，但增加不多。
2019-10-24,7、大华农盈利情况，前三季度情况怎样？,答：大华农今年的盈利在稳步增长，主要靠公司体量增加。大华农以禽类保健品为主，公司禽类养殖扩产较好，带动销量增长，今年养禽行业发展较快，外销也有较大增长。
2019-10-24,15、由于猪价较高，合作农户的委托养殖费的变化情况如何？,答：总体来说较为稳定，但是由于高价，也会给农户适当业绩奖励，大概一头上涨10%左右。
2019-10-24,5、年底产能以及后年出栏量预测？,答：今年底公司拥有的产能可以达到3600-3800万头左右，加上养殖户、小区建设，计划加快发挥产能。后年计划猪出栏量3000多万头，但由于外部环境变化，疾病影响，实现过程中也存在不确定性。
2019-10-24,4、市场认为自繁自养模式是未来的趋势，“公司+农户”模式在猪瘟情况下表现一般，公司有什么看法？,答：从集团发展来看，一定条件下，总体来说“公司+农户”有一定的优势，但是我们也看到有些区域农户效率较低的情况。因此公司将来会考虑养殖小区模式，在规模大的小区引进农户饲养，提升效率。太集中的饲养在疾病防控上会存在一些问题，国外也是采用较为分散化的饲养方式。出于对总体规模效益情况的考虑，也会引进一些大的养殖户做成规模较大的现代农牧小区。大家不应纠结“一体化”或者“公司+农户”模式，各有优势，关键看这两种模式的运作效率。
2019-10-24,3、猪价8月中下旬上涨，养猪的成本第三季度是多少，四季度成本是否会略有降低？,答：猪的成本一般到出栏结账时才结算，有一定的滞后性。9月成本约8元/斤，整个第三季度综合养猪成本8元多一点。第四季度预计总体上会比第三季度略有降低。
2019-10-24,2、目前种猪存栏160万头，二元能繁和后备的体量有多少？,答：目前种猪存栏已经接近160万头，能繁母猪约有120万头，后备母猪约有40万头。之后每个月有约10万头的增量，去掉淘汰的，绝对增量估计有7-8万头。
2019-10-24,1、现金流量表中其他业务支付，相对非洲猪瘟之前，今年每个季度增幅都较大，是不是防疫这块的费用化的比例较高？,答：我们总体大部分费用化，计入固定资产的较少。公司的固定资产折旧时间比较短，公司财务处理的较为科学、谨慎，提前将其体现在成本中。防疫改造到后面，边际逐渐减少，完全成本基本趋稳。
2019-12-05,8、公司利用闲置资金购买理财产品，同时又发行公司债券，发债的主要原因是什么？,答：补充流动资金，保持资金链的稳定性和主营业务持续稳定发展。
2019-12-05,7、公司对于除了肉猪、肉鸡养殖以外的其它业务的战略定位是什么？在其它业务中是否有重点发展的业务？,答：公司主营业务的收入占比达到90%以上，其他业务跟主营业务相比占比较小，主要是主营业务的配套业务，战略定位是做强和壮大各项业务，在行业保持竞争力。
2019-12-05,9、公司的分红政策是什么？未来是否会维持稳定分红？,答：稳健是主要原则，分红也要兼顾股东回报与公司的成长和发展。
2019-12-05,6、公司主要客户的集中度如何？客户在地理区域上的集中度如何？,答：公司的主要客户因产品不同而不同。其中，肉鸡、肉鸭、鸡蛋、肉鸽和乳制品的主要客户群体为批发商、终端零售商；肉猪的主要客户群体为批发商、肉联厂；原奶的主要客户群体为乳制品加工企业；农牧设备和兽药的主要客户群体为各养殖企业，包括公司下属各养殖分、子公司和同行业各养殖公司；乳制品、生鲜肉食品及其加工品的主要客户为连锁门店、团体采购等。公司客户主要分布在华南、华东、华中、西南、华北等区域。 
2019-12-05,4、公司如何应对猪周期、禽周期中的销售价格波动？,答：公司从2000年开始，就开始制定“五年规划”，并按照生产计划进行生产经营。一方面，公司通过不断提高养殖技术、管理水平、劳动效率来降低成本；另外一方面，公司不断探索下游屠宰、食品加工产业链等，降低周期、价格波动带来的影响。
2019-12-05,5、公司计划全面向“集中屠宰、品牌经营、冷链流通、冷鲜上市”的销售模式转变，未来下游产业链发展的规划如何？,答：目前，公司肉鸡和肉猪的销售出现活鸡和活猪的销售模式与“集中屠宰、品牌经营、冷链流通、冷鲜上市”的销售模式并存的局面。未来，公司将继续延伸和完善产业链，大力发展屠宰加工业务，做好生猪屠宰加工业务区域布局，制订实施方案与计划并推动落实，加强肉猪生产与屠宰环节的对接，立足产地屠宰。公司将深入探索与屠宰加工企业合资、合营、控股，或以区域管理公司为单位自建等多种发展模式发展下游产业链。
2019-12-05,3、公司提出2027年7000万头的肉猪出栏目标，请问未来扩大产能的主要途径是合并收购还是自建内延式增长？,答：内生发展为主，外延合作为辅。公司的并购工作，会结合自身发展所需，围绕主产业的发展，以提升主产业效率和效益，建立温氏的生态圈。
2019-12-05,2、公司下设的饲料厂是否能完全满足公司的养殖业务需求？是否有后续的扩张或垂直整合计划？,答：饲料可以满足公司的养殖业务需求，饲料厂的规模与公司的养殖业务是配套的。
2019-12-05,1、公司主要供应商的采购集中度如何？供应商在地理区域上的集中度如何？,答：公司采购的原料主要是玉米、豆粕等饲料原料，采购量根据畜禽存栏量、安全库存和运输周期等因素确定。公司采用“集中采购为主，区域采购为辅”的采购模式，饲料原材料主要向国内的贸易商采购。
2019-12-18,7、明年饲料原料成本价格趋势如何？,答：预计豆粕价格会稳下来，涨势趋缓。今年玉米价格上涨7个点，明年估计和今年价格持平。
2019-12-18,6、怎么看明年的鸡价及行情？,答：估计明年行业扩产会减缓，增幅在10-15%，毕竟土地资源还是比较紧缺，主要是大型养殖场和一些小型的养殖户增长比较快，其他的参与者主要是缺少土地资源。所以，肉鸡价格预计会维持在较为合理的范围内。
2019-12-18,4、非洲猪瘟疫情以来，公司在防疫方面有新的防疫措施、理念及心得吗？,答：非洲猪瘟疫情发生一年多以来，行业对非洲猪瘟疫情的的认识更加全面、系统化，对非瘟的认知加深，防控体系建设及技术防范措施与标准体系基本完善，但无论是用什么方法，最终都要靠精准化的管理。公司按照统一的标准进行洗消、隔离等；对养猪事业部员工也像管理合作农户一样，养殖效益越高，激励也就越高，双管齐下的激励，提高其养殖过程中的积极性及责任心。
2019-12-18,5、明年公司肉鸡出栏规划如何？,答：肉鸡出栏计划在今年的基础上有15%-20%的增长。公司在全力以赴扩产、增产、的同时，也努力发展销售终端和屠宰加工，打通订单式通道，公司鲜品的销售渠道已经基本在全国形成布局。
2019-12-18,肉猪价格高位的背景下，公司合作农户的委托养殖费的变化？合作农户如何支撑公司未来的产能？,答：目前公司合作农户的委托养殖费平均为260-270元/头。公司每批肉猪养殖都会和合作农户签署一次养殖合同，在肉猪高价期，公司也会根据市场变化对委托养殖费作出适当的调升，同时，公司也会根据效益情况给予合作农户适当的业绩奖励。目前公司合作农户正向现代家庭农场方向发展，单个农户单批次的饲养规模逐渐扩大，集约化、自动化水平也在稳步提高。另外一方面，公司正在积极探索“公司+养殖小区”模式，未来可能会“公司+农户（或家庭农场）”、“公司+养殖小区”等几种模式并行。合作农户饲养规模的扩大及养殖模式的升级，是公司未来提升产能的主要支撑。
2019-12-18,1、请问近期公司肉猪的出栏均重有何变化？,答：近期公司肉猪出栏均重维持在250斤左右，略有提高。
2019-12-18,公司在投苗量上是否有区域的差异？哪些地区是重点的投苗量？,答：没有差异，每个区域都是按照既定的计划有序推进，相对来讲西南地区、西北地区、华中地区等地方由于原来基数较小，增长会较快。
2020-01-08,9、公司预计的未来肉猪产能释放节奏是怎样？,答：今年年底建设好的猪场产能大概有3400-3500多万。未来7000万头的战略，预计未来6-7年左右时间（今年算起）完成。7000万头的基础布局主要在2020年一年内（包括布点规划、土地储备等）差不多完成。但要看具体建设进度及疫病影响的程度，从而达到科学扩产。预计2021年出栏3000万头，2022-2023年基本每年会增量1000万头产能，公司蓄势待发，科学发展。
2020-01-08,13、公司9月以来肉猪的月度配种量如何？,答：公司配种量按照既定上市目标进行配种。未来随着产能增长，配种有望增长。
2020-01-08,12、公司商品猪死淘率？,答：据了解，在非洲猪瘟背景下，公司商品猪死淘率（从投苗到合作农户到育肥出栏）预计超过10%，未发生非瘟疫情之前大概5-6%。
2020-01-08,11、公司的资本开支情况预计如何？,答：计划2020年猪鸡板块投入120-130亿，包括养殖和屠宰。
2020-01-08,10、公司未来禽类产品发展规划是什么？,答：养禽业今年将保持稳定的增长。未来，养鸭业将发展起来，发展到2亿羽。此外，白鸡、蛋鸡也会逐步发展。
2020-01-08,8、截止2019年年底，后备和能繁母猪数量是多少？2020年年底计划？,答：截止2019年年底，种猪大概170万头左右，其中基础能繁母猪存栏120-130万头。明年年底能繁母猪计划做到200万头。
2020-01-08,5、公司的金融投资业务表现如何？,答：公司总体财务投资大概50-60亿元规模。其中股权投资部分，2019年部分项目IPO上市成功（如三角防务等），为公司带来较好的收益。
2020-01-08,6、冬季非瘟疫情比较严重的地区在哪里？,答：由于冬季北方会结冰，结冰清洗消毒较难，因此在北方的防疫难度会增大。
2020-01-08,4、公司2020年全年出栏预期多少？,答：养禽业方面，整体增长较好。价格方面，与猪价有关。如果生猪产能仍然处于低位，养禽业价格整体不会特别差。公司养禽业今年预计增长10%或以上。养猪业方面，存在不确定因素。量方面，要超过今年出栏量是需要努力的，但出栏量与价格、营收是有关联的。如果出栏量少，间接反映行业生猪产能恢复有难度，价格可能会更高。目前来看，散户的恢复还是有一定难度的。
2020-01-08,2、公司养猪的成本是多少？近月养殖成本变化多少？2020年预期是多少？,答：2019年全年育肥猪综合全成本约7.3元/斤；近月育肥猪出栏成本大概在8元/斤左右；2020年预期成本，具体要取决于疫情的影响。从养殖成本和销售价格数据来看，公司在行业内有较大优势，单头育肥猪盈利在同行中相对靠前，这个数据也最终体现在盈利中。
2020-01-08,7、公司分红情况预期怎样？,答：按照股票激励计划的要求，2020年度分红承诺不低于50亿元。公司会综合考虑未来发展资金需求、养殖业行情和负债比例确定分红金额。今后我们将继续回报股东，扎实做好各项工作。
2020-01-08,3、如何看“公司+农户”模式防疫能力？,答：从公司来看，我们相当于分成两个环节来饲养：种猪饲养环节和肉猪饲养环节。目前农户肉猪饲养的环节，损失率比我们种猪饲养环节要低。部分地区合作养户整体的损失率2-3%。“公司+农户”模式看起来分散，防控难度大，但分散也降低了饲养密度，分点饲养减少了感染的机会和被感染的损失。防疫不仅要看硬件部分，更重要的是管理能力和管理效率。防疫工作一定要从根本上加强精细化管理，杜绝传染源。因此，在防疫非洲猪瘟来说，“公司+农户”模式并不是一个弱项。种场减少发病，增加种猪存栏，增加健康仔猪出栏量，猪苗投到农户那里反而更安心一些。到底防疫效果怎样，还是要从盈利数据上来看。从我们模式的效果来看还可以，将来还需要继续加强和提高。
2020-02-06,14、新大牧业的未来合作方式？公司未来在河南地区的布局是怎样的？,答：公司控股新大牧业，主要考虑在河南区域的发展，收购完成后仍由原先经营管理团队独立经营。通过公司的资金优势、管理优势助力新大牧业在河南发展，具体会根据团队的管理水平来考虑布局。15、公司每月种猪留种情况如何？ 答：公司种猪留种在调整变化。在防控较好的区域，如东北、云南、陕西等，商品母猪基本都做了留种。其他区域根据当地疫情情况进行留种。每个月估计会有10多万头留种。
2020-02-06,16、公司种猪生产效率降低的原因是什么？,答：受多方面原因综合影响。疫病影响猪的整体状态和性能。种猪生产对其身体素质要求比较高，受到疫病影响后种猪产仔能力下降，如容易流产、不易配种、产仔数量下降等。
2020-02-06,17、非瘟疫苗的进展如何？,答：我们没有收到相关的信息，预计需要相当长一段时间。
2020-02-06,19、未来两三年的分红派息计划？,答：总体每年分红派息比较稳定，充分派息。
2020-02-06,13、公司有什么外部融资安排来补充流动资金？,答：渠道较多。在合适时机，可以考虑债券。公司资产负债率很低，银行筹资也比较容易。
2020-02-06,18、公司在湖北的产能大概有多少？受疫情影响了吗？,答：估计在7-8%左右，影响不大。考虑到现在销量较低的现状，公司采取养大猪的策略，把猪的体重增加。主要想把猪的产量通过体重来体现，不是通过数量来体现。
2020-02-06,公司养猪业饲料库存大概能支持生产多久？,答：公司饲料供应分几个环节：（1）养殖厂和养殖户的备货。年前一般会备一周多的料。（2）饲料厂成品料有一些储备。（3）原料储存仓库有一些备货。以上三个环节均是有准备，还有部分合同饲料过几天会逐步进场。总体来说，现在这四个环节的备料是充足的。公司年前就开始与各方面积极沟通落实，包括运输车辆、司机、码头等。现在公司有一周以上的库存备料，加上在途的备料肯定是充足的，现在看问题不大，如果实在紧迫也可以向当地采购。
2020-02-06,12、今年公司资本开支和计划？,答：计划100-120亿元左右。公司一般要求流动资金要保持50亿元以上。
2020-02-06,9、请问公司对华统股份是否有进一步增持计划？,答：公司暂时没有对华统股份进一步增持的计划。与华统股份共同投资的合资公司浙江温氏华统牧业有限公司，主要是开发江苏南部、浙江北部的资源，与华统股份共同实现双方优势互补、合作共赢。我们在积极建设养殖厂，同时也逐步在寻找新的发展区域，具体工作在逐步开展中。
2020-02-06,8、公司合作农户的委托养殖费有没有变化？,答：合作农户的委托养殖费大约250-260元/头。去年肉猪价格较高，对合作农户进行补贴奖励，对长期合作的农户也进行了额外奖励。
2020-02-06,6、去年公司鲜鸡销量是多少？,答：去年公司鲜鸡销售1亿多只。现在公司鲜鸡或熟食鸡的产能在不断扩大，每年大概增加50%以上的产量。总体来说，现阶段鲜鸡更易销售，运输比活鸡有优势，且价格相对稳定，目前处于盈利状态。7、公司现在养鸡的成本是多少？ 答：维持在5.8-6元/斤之间。
2020-02-06,5、湖南发生H5N1禽流感对公司业务的影响？,答：禽流感每年都会发生。目前公司生产经营稳定，截至目前，公司没有收到因H5N1禽流感疫情的官方确认报告。
2020-02-06,4、禁止活禽交易对我们影响有哪些？,答：活禽交易以前仅在中心城市禁止，这次疫情发生后管理更严格。年前鸡价略有下跌，但没有封路会好一点。现在全国范围内严格管控活禽交易、交通管制等给公司的肉鸡销售带来一定影响。公司一直在探索转型为鲜鸡的销售方式。近年公司加快屠宰厂建设，加大屠宰后销售力度，能适当降低销售困难的影响。
2020-02-06,3、养猪业务方面预计2020年比2019年出栏要少，是什么原因呢？,答：2020年上半年出栏的肉猪是2019年下半年投的苗，2019下半年总体投苗较少，所以今年出栏整体预期会比去年少一些。
2020-02-06,1、公司今年和明年出栏量有没有受到新型冠状病毒疫情影响？,答：养猪业方面，总体影响不大。公司出栏计划基本不受新型冠状病毒疫情影响。上半年公司处在打基础阶段，把基础筑牢，预计今年出栏量会比去年同期有所下降。养禽业方面，全年出栏量比较平稳。预计此次疫情会持续一段时间，短期内公司降低投苗量，预计三个月后会保持一定的量。由于公司种鸡、孵蛋、出苗数都保持不变，且产能充足，待后续行情变好后，公司会迅速补充增量。2、据说节前两广地区非洲猪瘟卷土重来，是否存在这种情况? 天津、河北有人反馈非瘟疫情变得严重，全国范围内疫情和去年四季度相比怎么样?答：（1）局部存在一些疑似病例，没有“卷土重来”这么严重。反观这次新型冠状病毒肺炎采取的封城封路，减弱经济活动的行为，有可能对两广部分地区非洲猪瘟的防控带来好处。（2）全国范围来看，非洲猪瘟疫情主要集中在华东区域。公司在东北、西北、西南区域防控比较到位。防控水平关键看管理，采取何种防控策略和防控手段。
2020-02-06,10、公告说温氏华统计划在三年内把出栏量做到100万头左右，现在是否有变化？,答：暂时没有变化。
2020-04-25,13、一季度养禽完全成本为何有所提升？今年公司养禽出栏计划是多少？,答：一季度，公司根据疫情的影响，主动淘汰了一部分肉鸡，部分采取无害化处理，控制生产节奏。后续养禽完全成本会回归，达到5.8-6元/斤左右。养禽业务今年出栏预计突破10亿羽。
2020-04-25,12、公司目前养殖小区肉猪出栏量占总出栏量达到多少比例？,答：“公司+养殖小区”模式刚开始大力推进。今年养殖小区出栏量整体占比很小。
2020-04-25,11、公司5万头产能的高效化养殖小区，需要多少土地？,答：一般需要200-300亩土地。
2020-04-25,9、公司一季度合作养猪农户的委托代养费是多少？一季度外购仔猪有多少？后续还有外购计划吗？,答：公司一季度合作养猪农户的委托代养费是250元/头左右。公司刚启动外购仔猪，目前数量很少，不足5万头。预计今年全年外购仔猪不到50万头。
2020-04-25,8、三元母猪生产效率及胎次使用情况？,答：理论上，三元母猪的生产效能与优秀二元母猪相比，下降20%左右。历史上，尚未出现三元母猪大规模使用的情况，胎次使用情况尚不明确。公司的三元母猪现在大部分还是第一胎，主要根据其生产效能情况决定更新淘汰的时间。但从行业来看，三元母猪会被提前淘汰。
2020-04-25,7、公司核心种猪存栏情况？,答：公司育种体系完善稳定。核心种猪群约1万多头，祖代种猪存栏7万头左右。非洲猪瘟常态化的大背景下，公司采用多种方式增加种猪供应。待生产稳定后，公司会逐步用高效能母猪置换掉低效能母猪。
2020-04-25,10、请介绍下养殖小区产能情况？公司未来养殖模式会不会一直延续养殖小区的模式？,答：公司现在大力推行的“公司+养殖小区”模式是未来经营发展方向，现在新开工的一体化公司基本上都配套建高效养殖小区，新的养猪项目和养鸡项目都是以这种模式为主，公司目前单独新开发的农户已经较少。原有的合作农户，公司也都引导其入区入园。和以往“公司+农户”模式相比，养殖小区由公司统一规划，统一建设标准，实现集约化、标准化、规模化、高效化现代养殖，且农户相对集中，有利于公司高效管理；合作农户单批饲养规模有很大的提高，年养殖效率和经济效益也相应提高。原来“公司+农户”的养殖模式，在公司过去的发展中，起到非常重要的作用。现在行业在不断发展，政府开始鼓励养殖小区，进行集中化现代化高效养殖。养殖小区可以通过公司自建、农户自建养殖场、引进社会资本或政府农业引导基金等方式与农户合作。根据目前的设计，一个20万产能的种猪场周边，配套约4-5个5万头的育肥养殖小区。
2020-04-25,5、公司目前母猪存栏多少？后续补栏计划如何？,答：公司目前能繁母猪有100多万头，后备母猪30-40万头。未来会用新的高性能母猪补充替换低效能的母猪。公司目前不会强求基础母猪的过快提升，关键要把母猪生产效能提升起来，要为2021-2022年的规模增长、成本控制及“五五”规划总目标的实现做好准备。预计今年年底，公司高效能的能繁母猪群存栏要达到170万头。
2020-04-25,4、公司肉猪有多少产能是改建好的？,答：公司目前已有3500万头产能，需要改扩建的主要是早期发展的场。根据生产周期及计划安排，公司每年会安排约300-500万头的旧产能改扩建计划。今年会加快改扩建的进度，以满足未来的生产发展需求。
2020-04-25,3、一季度，公司肉猪完全成本有所上升，原因是什么？,答：今年一季度公司肉猪养殖完全成本有所上升，主要是由于一些老旧猪舍改建和扩建的成本较大，同时公司安全防控配套设施的投入有所增加，如专用车辆、检测设施及人员增加等。此外，一季度还主动淘汰了一批生产效能低的母猪。2019年全年，公司肉猪生产的完全成本为7.3元/斤左右。接下来的几个季度，公司养猪完全成本会逐步回归到合理水平。
2020-04-25,2、肉猪今年出栏目标是多少？,答：今年还是往4000万头产能的竣工规模持续推进，肉猪出栏量整体是按“五五”规划的节奏在走，但目前受到疫情及去年下半年以来母猪生产效能有所下降等情况的影响，出栏存在一定的不确定性。同时，为了实现“五五”规划总目标，今年工作的重点任务是做好提高种猪质量，优化种猪结构，提高母猪生产效率等基础工作。
2020-04-25,1、公司2020年资本开支情况是怎样的？,答：公司2020年资本开支保持年初计划安排不变，今年基本维持100-120亿左右的资本开支，这些开支不包含改扩建的投入，主要用于建设新产能，加快主产业的建设和发展。今年新冠肺炎疫情影响开工节奏，但不会影响公司全年的资本开支计划。
2020-04-25,6、公司目前母猪结构如何？,答：公司三元母猪占比大概30%左右，但现在每个月二元母猪的自有补充量在加大。另外，公司每个月也会外购部分优质二元种猪，但受各种条件的限制，外购数量不确定。
2020-05-18,10、公司什么时候分红？,答：按照有关规定，公司权益分派将于股东大会审议通过之后2个月内实施。敬请关注公司公告。11、在京东自营里面购买几次，品质都还不错 。建议公司和第三方平台多多加强合作，拓展消费渠道，适当开展直播带货，和一些美食主播合作，制作一些美食节目等等刺激消费，直接面向消费者，巨大的流量也将直接带来巨大的红利。答：谢谢您的建议。公司目前已和多家第三方在线购物平台合作，也在尝试直播带货等新的销售方式。下一步公司将利用多种渠道，加大品牌建设力度。
2020-05-18,9、公司今年生猪的销售量预计是多少？,答：公司正在加快扩产复产工作，增加肉猪出栏数量，全年的生猪销量需要看下半年出栏量，请您关注公司每月公告的月度销售简报。
